235792,223374,1
132931,29554,1
459437,405501,1
25633,969072,1
421300,918623,1
84399,1053874,1
63903,975194,1
466863,664919,1
70607,1016564,1
351460,804676,1
18388,690409,1
427736,69897,1
86316,871524,1
132931,587884,1
653133,473874,1
86046,876588,1
83728,551191,1
716222,176256,1
439615,207255,1
195242,477159,1
497453,90590,1
87624,178731,1
448717,21133,1
673236,504867,1
780164,168989,1
408032,272228,1
520171,300666,1
235792,956847,1
108490,783265,1
784917,256040,1
84399,121038,1
280336,319481,1
235792,87815,1
562628,789572,1
286252,347253,1
274339,658302,1
175956,544268,1
682494,465973,1
74449,581962,1
124316,148489,1
296779,869826,1
749748,491177,1
503588,976682,1
728149,1044660,1
661026,1050397,1
636070,426663,1
189108,572253,1
345688,268570,1
462671,813108,1
753802,124926,1
260049,116664,1
459437,876484,1
770736,7728,1
267379,234647,1
405915,259994,1
535830,248430,1
480914,174683,1
471113,962015,1
189108,608925,1
523060,493397,1
39970,63973,1
6845,1024525,1
689103,507841,1
267279,647562,1
92749,341382,1
464416,412242,1
511769,1027348,1
218696,758861,1
539441,596698,1
761146,965150,1
468671,834002,1
180789,175769,1
753802,659605,1
492864,772272,1
278187,675471,1
687672,196805,1
116571,840081,1
459437,1002718,1
274339,458555,1
611309,675618,1
663696,208857,1
152251,176926,1
115162,273670,1
770736,822857,1
349477,1133127,1
222567,197067,1
398725,55595,1
108908,999295,1
691657,504411,1
753802,351720,1
33628,39727,1
673236,918162,1
264335,82909,1
220981,1041454,1
391968,428829,1
244426,660832,1
92749,36386,1
225942,588681,1
157229,130772,1
183990,820572,1
435302,902647,1
827586,1098207,1
463071,826244,1
806982,374395,1
781520,821875,1
361045,1016564,1
159234,641012,1
133351,391580,1
408032,280771,1
636070,540270,1
235792,465715,1
641840,390422,1
235792,260282,1
235792,572940,1
86360,317481,1
507251,12487,1
228401,466246,1
258423,804797,1
26369,940120,1
87624,560799,1
153102,635523,1
133060,766529,1
108908,252866,1
83599,846805,1
709392,342921,1
392952,258231,1
108490,412678,1
63903,986892,1
590728,739687,1
237344,182707,1
348148,194858,1
644716,511275,1
611309,169259,1
503588,1126151,1
604386,854247,1
406971,174675,1
466863,272083,1
286754,28439,1
49820,669825,1
599,817482,1
70607,218342,1
92749,580558,1
47479,919483,1
383719,175769,1
331953,447773,1
52462,367761,1
695899,53747,1
478601,945305,1
92749,116033,1
166925,78804,1
419518,384350,1
356472,978207,1
88431,1116883,1
291967,828644,1
770736,1103864,1
758904,45580,1
744424,371236,1
235792,390506,1
86046,1128336,1
74449,283554,1
533023,646088,1
372354,956368,1
373315,1063,1
92749,180566,1
110906,776635,1
185573,138341,1
604221,585992,1
408032,1021422,1
133351,907584,1
189108,403596,1
682494,610876,1
224807,942128,1
284580,883486,1
359788,532966,1
133351,310591,1
35177,367761,1
585033,974385,1
329170,1037357,1
152301,329634,1
432480,958705,1
387679,668143,1
733630,607360,1
827586,61518,1
32196,1128209,1
753802,437782,1
753802,172527,1
412396,484025,1
83956,872592,1
406971,366914,1
646290,504421,1
758904,169088,1
111966,1097253,1
500028,712453,1
202849,368098,1
191896,807352,1
435302,975334,1
64249,634127,1
86046,988003,1
753802,908283,1
398725,663634,1
453350,269761,1
349880,859098,1
520171,823015,1
150458,485598,1
408032,239561,1
185573,1000808,1
457029,207806,1
235792,1123553,1
202718,749414,1
320554,507841,1
644716,293825,1
804589,514603,1
92749,123704,1
639766,827898,1
466863,494381,1
104956,650900,1
235766,12088,1
658680,324325,1
709056,646338,1
92749,251680,1
26603,971847,1
222567,192923,1
186688,428595,1
107693,1033768,1
84399,832596,1
258631,220609,1
387679,1054545,1
235792,506983,1
150731,355230,1
689103,212611,1
200801,938389,1
467282,764656,1
682494,751609,1
108490,396278,1
129332,595056,1
383346,157726,1
269908,104560,1
239607,20531,1
726293,628508,1
85563,541319,1
110906,498849,1
476978,775839,1
408032,876650,1
44802,708861,1
231180,660890,1
127972,652863,1
644716,1003794,1
459437,1123687,1
36559,410290,1
480114,989677,1
202718,1071138,1
89361,1011398,1
767662,353874,1
459437,95951,1
758904,141362,1
611309,71713,1
202849,662108,1
459437,281684,1
466863,1036123,1
753802,993278,1
616671,94475,1
155886,886020,1
107197,758622,1
143255,595358,1
343557,102478,1
381215,340285,1
86046,85294,1
159234,12088,1
613747,699377,1
26603,999348,1
229640,661264,1
373948,789108,1
343557,668930,1
159234,100868,1
84399,185228,1
381215,229855,1
477883,76258,1
695042,534329,1
553757,402399,1
235792,551913,1
356472,926701,1
235766,800965,1
143464,952397,1
169930,892108,1
408032,650627,1
94987,1017913,1
202849,153204,1
439158,208782,1
108490,560580,1
64249,45367,1
88849,435676,1
202849,209745,1
365062,87438,1
726870,501923,1
92749,548172,1
356472,1003187,1
85534,426505,1
492643,1072423,1
236078,385819,1
667979,28722,1
356472,430800,1
79728,364390,1
84399,1059870,1
231180,288874,1
62325,565692,1
225942,1086007,1
197897,1063971,1
286252,948191,1
235792,911745,1
405915,59407,1
733630,425213,1
85534,1035713,1
306202,592721,1
237344,818232,1
102004,1076703,1
718606,1016374,1
438283,944919,1
258423,535215,1
192123,628580,1
419814,1077567,1
173797,290958,1
83956,392420,1
621514,1103749,1
408032,891868,1
224807,393525,1
44255,250666,1
408032,59537,1
800426,942780,1
85534,674425,1
653217,373449,1
306202,887850,1
753802,330066,1
108490,923408,1
236078,1015804,1
151240,342086,1
368865,595861,1
227581,1135021,1
86046,608264,1
249048,192767,1
144709,1075752,1
443083,1074666,1
108490,880285,1
86046,569894,1
199780,767253,1
194076,1098666,1
642679,1059152,1
682494,143224,1
653133,7357,1
761708,854599,1
169550,954176,1
10698,898268,1
88978,338852,1
452076,1110120,1
245762,99303,1
348148,959523,1
269512,595724,1
477883,873207,1
83956,231686,1
32955,62522,1
636070,783341,1
574777,443652,1
716222,228500,1
412396,1009192,1
110906,327096,1
107197,928064,1
130580,792896,1
167615,625766,1
154643,199388,1
111046,370758,1
92749,88570,1
758904,983071,1
264335,174675,1
222567,490087,1
332334,166334,1
235792,1077613,1
245762,99864,1
108490,1114194,1
11709,632614,1
661026,423919,1
535964,368612,1
58455,446264,1
516220,204512,1
539441,1072423,1
452076,756143,1
280336,307759,1
636070,982740,1
197897,597862,1
222567,238197,1
168006,812995,1
85534,279243,1
554499,93109,1
151240,203542,1
387679,1045435,1
343557,864444,1
252666,611999,1
495034,498233,1
178124,1133696,1
264335,276943,1
279032,783341,1
427652,220609,1
278187,632529,1
408032,214063,1
66056,576789,1
151440,556116,1
459437,50292,1
611309,762789,1
202718,860713,1
92749,693103,1
412396,1049684,1
462671,81579,1
744424,650441,1
744424,896120,1
611309,545009,1
661026,593275,1
459437,791796,1
548911,756143,1
84399,761005,1
728149,467295,1
480114,535641,1
280336,78504,1
356472,206702,1
636070,187215,1
443083,500602,1
130580,718727,1
349880,1113811,1
92749,485678,1
185667,810545,1
235792,177971,1
286252,636561,1
712179,514742,1
466863,864961,1
12013,1035981,1
336417,412122,1
387679,26677,1
257196,840442,1
394521,882472,1
785,594473,1
9082,795438,1
498248,472412,1
495034,796341,1
408032,661254,1
672128,20531,1
698421,211450,1
79728,256904,1
306202,754515,1
408032,612680,1
603973,542060,1
636070,159403,1
85563,275120,1
293680,309158,1
738589,642273,1
682494,796649,1
87624,443884,1
503588,1009831,1
334603,521168,1
108490,584758,1
84399,734268,1
365455,761391,1
235766,887801,1
258423,591254,1
62845,642115,1
222567,542286,1
84399,747847,1
459437,864129,1
162450,498388,1
10596,863867,1
406971,342921,1
662287,524853,1
84399,346678,1
81394,487652,1
737673,552686,1
147774,241952,1
156922,648642,1
447208,1027425,1
199780,758861,1
280336,178558,1
405915,1003091,1
32955,898987,1
408032,231888,1
17682,255780,1
459437,797601,1
25778,1043443,1
753802,50003,1
459437,582461,1
253008,356069,1
412396,437094,1
10698,233101,1
224807,1094165,1
753802,613010,1
224807,696661,1
611309,285444,1
258218,776720,1
26603,1032665,1
477883,1135557,1
30526,631723,1
539441,702603,1
487983,394903,1
710655,693979,1
604221,58044,1
503588,538354,1
222567,57492,1
303956,176770,1
698421,728928,1
306202,426494,1
466863,89059,1
150731,12487,1
229640,1141416,1
156922,636892,1
356472,952547,1
718606,977580,1
252666,1071046,1
446128,1009552,1
480114,1037120,1
745007,185489,1
315938,534927,1
229003,885250,1
359251,822746,1
366539,94475,1
98154,659537,1
281842,229908,1
694164,263901,1
45472,968751,1
228401,759301,1
419814,25120,1
372354,675338,1
641840,736578,1
379638,264656,1
235792,49682,1
735330,776720,1
176972,1016564,1
224807,1113928,1
84399,884749,1
366539,969209,1
147774,27000,1
100776,746416,1
224984,321338,1
459437,201586,1
83728,627424,1
227581,643586,1
165629,230861,1
129885,799942,1
75956,154209,1
356472,680802,1
45034,821761,1
332521,201171,1
585033,1032382,1
480951,636943,1
188241,952052,1
356472,268411,1
405208,623685,1
244426,464294,1
169930,967411,1
646290,1123720,1
625140,193199,1
27175,669483,1
202718,98659,1
533705,589953,1
480914,382654,1
375291,371456,1
203726,80412,1
538421,331678,1
696755,165092,1
269908,88172,1
514705,554626,1
94987,50619,1
12558,748565,1
169930,579601,1
676890,695924,1
81892,71078,1
107693,82485,1
672128,1063537,1
108490,44629,1
507251,88134,1
224807,1080550,1
110906,653584,1
630155,212850,1
398725,315271,1
257196,96203,1
9188,597373,1
535830,523225,1
173797,525034,1
151240,172501,1
169930,162297,1
104956,414690,1
238018,321125,1
72162,68743,1
359788,418244,1
309461,980005,1
408032,949263,1
672128,1000181,1
84399,860108,1
844961,387330,1
225942,483307,1
716222,803611,1
