801551,272772,1
531897,868153,1
334794,1049566,1
154828,461582,1
81485,885168,1
353191,842003,1
743244,690041,1
601119,471365,1
98824,559887,1
515647,594998,1
138725,857940,1
248611,286325,1
45315,660787,1
335716,483531,1
491544,75237,1
148239,807563,1
585476,30863,1
151879,496934,1
568124,500883,1
450475,870826,1
32940,901109,1
150614,1136954,1
205503,721017,1
242895,1004834,1
115790,71013,1
446635,1013071,1
29245,966974,1
109012,998166,1
7389,523237,1
400853,1121537,1
234261,823799,1
452313,354932,1
218745,1070223,1
115458,3935,1
651387,423732,1
155328,1004925,1
412152,853401,1
282389,52885,1
343045,575280,1
361175,1049782,1
117829,1027235,1
550437,210965,1
152214,387760,1
177114,284777,1
400853,769553,1
826143,185720,1
226925,555915,1
93554,1085592,1
328167,528977,1
740264,389080,1
648465,272083,1
213410,857170,1
334794,443619,1
421540,765918,1
128064,671158,1
364314,523625,1
89663,577207,1
164357,1076863,1
302418,1066484,1
531897,274869,1
407251,858636,1
775983,489419,1
32032,403180,1
575776,1066375,1
622834,175062,1
19205,652133,1
259562,354993,1
472206,813170,1
19205,834701,1
44913,478693,1
11343,498063,1
400853,256635,1
735834,481610,1
282545,320670,1
72807,516176,1
756029,485185,1
801551,27370,1
198277,163996,1
517890,654272,1
46670,842003,1
216772,174962,1
119561,747987,1
91064,242998,1
801551,240007,1
119561,1005151,1
391124,28340,1
57618,457561,1
260521,490560,1
97847,936030,1
511314,745552,1
27742,613670,1
180033,209068,1
441467,172615,1
192984,834648,1
156370,834648,1
763805,1102907,1
584089,834891,1
801551,846500,1
150614,288955,1
40498,638406,1
177049,1022992,1
115790,674634,1
177114,258513,1
58069,870826,1
226925,951494,1
611464,739321,1
733857,746912,1
841564,126140,1
454016,775027,1
378925,593359,1
240545,1046636,1
229430,774513,1
594479,632302,1
549765,907851,1
81270,499720,1
17250,703300,1
540153,746380,1
5708,558993,1
120945,9495,1
122598,708421,1
148511,841405,1
247454,161420,1
99617,1094163,1
270550,699871,1
91064,941032,1
193528,763376,1
152214,878404,1
40498,1131618,1
270045,958997,1
160417,1039206,1
97847,615083,1
452313,730107,1
806403,445,1
303312,308575,1
176320,516319,1
334794,690752,1
86333,98157,1
137779,197620,1
91880,920705,1
210276,541551,1
123137,65485,1
73037,811570,1
25245,134945,1
150614,100805,1
238035,672425,1
711610,318549,1
549765,803736,1
124395,702560,1
141742,57575,1
701621,813170,1
72293,740604,1
297059,1019035,1
163922,900879,1
226925,135481,1
751442,858371,1
242673,842003,1
205503,474989,1
378741,832246,1
128064,1019997,1
18865,142883,1
511274,934508,1
160417,56905,1
50559,234966,1
213410,544743,1
249652,292263,1
226925,930448,1
357922,1004834,1
123137,826220,1
119528,911380,1
773400,1008844,1
251364,411997,1
48590,629951,1
40719,315019,1
145570,1126404,1
65834,360152,1
531897,521382,1
584282,273321,1
2778,847276,1
722995,389080,1
390116,343547,1
549765,248625,1
198277,793931,1
288697,1123726,1
164357,1019200,1
155328,73603,1
109918,474295,1
11193,98319,1
714032,1019008,1
162771,366152,1
251364,732835,1
200242,607332,1
140871,417417,1
244378,37728,1
373047,742620,1
226388,365664,1
58370,63229,1
797536,1056397,1
53624,299041,1
298939,922105,1
549765,453050,1
213266,1014132,1
306105,551443,1
67612,382936,1
218727,868344,1
218138,652544,1
213266,329496,1
240545,881832,1
457965,248607,1
189008,555865,1
616806,1011315,1
549765,492499,1
164357,150131,1
53569,176647,1
421540,464935,1
155328,982448,1
461759,84086,1
207660,38295,1
388311,226730,1
438500,907615,1
112395,460431,1
150614,437624,1
401034,86267,1
400853,630967,1
182567,1016828,1
230747,849345,1
128064,1014132,1
227577,210881,1
424901,469399,1
844558,6913,1
298939,471365,1
210276,647646,1
131673,783255,1
714032,740069,1
531897,124795,1
302418,98157,1
37709,438664,1
531897,553690,1
44102,197620,1
255770,344491,1
107803,936324,1
88215,35076,1
160417,959353,1
108499,881500,1
581614,812973,1
150614,596872,1
249825,228710,1
63307,334256,1
5708,884019,1
317017,976731,1
270550,395417,1
296176,528977,1
309064,227714,1
584282,337683,1
24034,592228,1
211197,787799,1
525547,945386,1
237551,756774,1
115458,124938,1
242895,607157,1
452313,861651,1
306105,1140038,1
155328,36618,1
388311,861741,1
210276,659660,1
446086,292286,1
120009,72621,1
695711,811212,1
104544,148475,1
223307,528675,1
171041,442729,1
171041,441680,1
243151,795264,1
498313,1128967,1
91064,435977,1
751442,885880,1
3451,997950,1
220228,795264,1
574991,902357,1
213410,146241,1
131068,373576,1
234261,771552,1
35884,284565,1
472781,835075,1
23269,699871,1
4145,605373,1
155328,602831,1
150614,5751,1
132390,1056397,1
213266,919483,1
350507,600436,1
164850,1079820,1
7389,327966,1
39878,305938,1
500644,378302,1
65918,462864,1
378741,997950,1
400853,25481,1
477962,969081,1
128064,1121176,1
284771,274926,1
452313,974067,1
343083,180775,1
340838,35076,1
420933,72381,1
321314,951363,1
467778,299236,1
303312,1121894,1
531897,1048148,1
545687,576788,1
117153,17451,1
12768,1136067,1
150614,415264,1
458506,139089,1
167179,545796,1
